x,y
0,38.71165067145252
1,39.76122885621839
2,40.03672691315558
3,40.88485654007031
4,41.74556707492272
5,42.439827554369664
6,42.54060450419039
7,42.54957131187244
8,42.55485371006131
9,42.57452327742731
10,42.78553027587697
11,43.10697010321396
12,43.12146887081062
13,43.38376072792989
14,43.38986551991457
15,43.4599976396423
16,43.4599976396423
17,44.3585049182947
18,44.51093492217877
19,44.63482481285809
20,44.68709370758567
21,44.77887542919976
22,44.82108327691461
23,45.163822239267276
24,45.17079499670667
25,45.53914702016743
26,45.60494631239094
27,45.68821484639035
28,45.777186612524595
29,45.965933551921964
30,46.26233457990381
31,46.306914133626364
32,46.65569355154752
33,46.77518725855728
34,46.97880402587068
35,47.053568626349715
36,47.053568626349715
37,47.138967096963164
38,47.908352682172904
39,48.0069110291216
40,48.008651444376866
41,48.084160287173304
42,48.21551318749567
43,48.3510395385877
44,50.271536006449324
45,50.41777117009174
46,50.593839942721345
47,50.72882668848284
48,51.318566894508216
49,51.49749753432168
50,51.80483456340655
51,51.83738416689327
52,51.87054280518659
53,52.18204040149598
54,52.228553926240686
55,52.240231335845266
56,52.61555536979651
57,52.6475100919899
58,52.7054736632033
59,53.04118363924933
60,53.06345159507161
61,53.209155163362766
62,53.33237445952618
63,53.43775043295647
64,53.59151749955674
65,54.084871046142624
66,54.461337444081536
67,54.47494735475295
68,54.90356536415575
69,54.99888005727381
70,55.07764306234734
71,55.40177303401911
72,55.5388364591892
73,56.272075327908816
74,56.3719937769211
75,56.63348548161848
76,56.801451165735514
77,57.55924321653887
78,57.55924321653887
79,58.152067845121735
80,58.253914707539856
81,58.74585891962698
82,58.75465317459985
83,59.04404082153034
84,59.496059227865864
85,60.286903625375885
86,60.33546557013284
87,60.70190544883389
88,60.86819855407348
89,60.89102173239284
90,61.10586434586624
91,61.13390725861649
92,61.43363237159063
93,61.45432030332863
94,61.54565406273979
95,61.83044718013032
96,61.87397323858109
97,62.12755917800035
98,62.18956024350314
99,62.432279677576844
100,62.518248526930954
101,62.663095588830544
102,62.75793785451673
103,62.93279363457883
104,63.00784620006469
105,63.37009958900039
106,63.502380271068816
107,63.547507628562094
108,63.585763913208595
109,63.66991468687769
110,63.6738349218169
111,63.7564098397462
112,64.21153584463116
113,64.30935547390553
114,64.40550923910135
115,64.47213630602627
116,64.66933632328973
117,64.7988297117804
118,64.80511563892257
119,64.8763936376626
120,65.02922432204707
121,65.03489701414263
122,65.32680079545005
123,65.3630170070568
124,65.62443346257457
125,65.78892770889321
126,65.79229115531652
127,65.94014782502782
