x,y
0,22.543325895823187
1,22.979493365840145
2,24.426250723581227
3,24.522827847769264
4,24.710965477920737
5,24.757465059132066
6,24.764905528724256
7,25.129402058916448
8,25.32427747962107
9,25.661622177097325
10,25.731770058975098
11,26.217513357805398
12,26.220101643297646
13,26.4935842635683
14,26.883634182521856
15,27.13321101935324
16,27.375207780214957
17,27.410759376304952
18,27.884386780932566
19,27.983544246064195
20,28.49640269953543
21,29.041421256246633
22,29.1080221873212
23,29.562009022475348
24,29.701318686927987
25,29.91517464375452
26,29.9844578083703
27,30.16472009500004
28,30.26639938001477
29,30.26920954977643
30,30.291470656606688
31,30.455556376019732
32,30.49877629481349
33,30.544544146965745
34,30.589535186457375
35,30.654217797016003
36,31.052647890671274
37,31.22144931176664
38,31.47643339987889
39,31.611693054562693
40,31.679594507895477
41,31.714389193186708
42,31.928171057646132
43,32.41336849861304
44,32.43170179071682
45,32.7059977835881
46,32.76145894237749
47,32.86171806441805
48,32.90794403991356
49,33.1242240613079
50,33.14876510168876
51,33.51487750075709
52,33.93265604693289
53,34.04107422431117
54,34.14364905358274
55,34.50581434214222
56,34.617879923219604
57,35.17951797184051
58,35.510023088062866
59,35.57908583713902
60,35.827279786662665
61,36.15187008446289
62,36.5746373306341
63,36.57778984156321
64,37.066575472172886
65,37.091942362936344
66,37.21394569187989
67,37.54337976319651
68,37.64469815300693
69,37.72188987819023
70,38.02964971931631
71,38.100117885523694
72,38.315521877037185
73,38.622693478718034
74,38.695231132148216
75,38.72250681553712
76,38.974579687090035
77,39.306826990747325
78,39.31982823560676
79,39.366542798794924
80,39.99462332701654
81,40.021196536500355
82,40.10044118030646
83,40.21710898770344
84,40.23311250553196
85,40.40898491951953
86,40.74530202233307
87,40.88485654007031
88,40.94049346828298
89,40.95275767494207
90,41.25472397507855
91,41.58852635614566
92,41.66519384694852
93,41.76258449608767
94,41.92467015447996
95,42.073381078012105
96,42.142645378287014
97,42.2186285664869
98,42.26693656366841
99,42.29564562533398
100,42.38370599207891
101,42.384140328414034
102,42.439827554369664
103,42.494297434046715
104,42.54957131187244
105,42.84882767808675
106,43.08091008279894
107,43.15253782385684
108,43.51789601600701
109,43.76258110487555
110,43.89149546412024
111,43.98928179622139
112,44.03603457762663
113,44.13098113814299
114,44.741375884390536
115,45.131053936634906
116,45.23020783318317
117,45.301760712930076
118,45.36454618053973
119,45.60502354969741
120,45.932976389952245
121,46.00835743958953
122,46.03819441994942
123,46.06541316909489
124,46.15375096302559
125,46.18132453153485
126,46.244484434376005
127,46.25432943745816
128,46.25432943745816
129,46.27493202733884
130,46.27493202733884
131,46.30584233806565
132,46.43128831023797
133,46.43157554040985
134,46.62713436090254
135,46.671071526396574
136,46.80567823535892
137,46.860626195530656
138,46.9062867666764
139,46.95919299799555
140,47.024594797965406
141,47.26997641407329
142,47.26997641407329
143,47.30836904419133
144,47.41264210701256
145,47.451669990575006
146,47.65065032148108
147,47.691471390357684
148,47.77094901653959
149,47.80958932354327
150,48.26084267601117
151,48.32097376662792
152,48.335161487370236
153,48.54782560319616
154,48.65212317695832
155,48.927450446653545
156,48.96564076791378
157,49.10379707525076
158,49.27861180593754
159,49.55834331065832
160,49.77962134340966
161,49.82098727069774
162,50.25366156898843
163,50.279422903397865
164,50.446528596352294
165,50.526007262006424
166,50.52669233681138
167,50.54316617079358
168,50.54790603047445
169,50.66995802984668
170,50.71143448485568
171,50.7569485862512
172,50.95473851951429
173,50.983537203125444
174,51.383458013580004
175,51.747236865646
176,51.807350566980844
177,51.83270514511722
178,51.84000048451327
179,52.20517516668898
180,52.519669703618604
181,52.64161963534623
182,52.87267687007811
183,52.909285359578426
184,52.95901084142608
185,53.091997041342694
186,53.32243476836724
187,53.369168367352565
188,53.39604331907246
189,53.52202899418063
190,53.5220542019985
191,53.66706725582629
192,53.7977937884426
193,53.7977937884426
194,53.85894914487003
195,54.160056557521216
196,54.320531893185894
197,54.34059712938484
198,54.38645246104847
199,54.65699251843235
200,54.65782390237997
201,54.675945937542565
202,54.73180589654274
203,54.73958532453923
204,54.93179181909815
205,55.20555589153437
206,55.328289726484044
207,55.346810226095805
208,55.346810226095805
209,55.36451011264261
210,55.55150577009541
211,55.66729332039536
212,55.692236811727874
213,55.91554566698638
214,55.94467648640923
215,55.99462645169584
216,56.070666591003764
217,56.343596025258236
218,56.36966039806753
219,56.40083416964999
220,56.41885382093567
221,56.45506272428463
222,56.5780351343076
223,56.589462829648554
224,56.7135954518869
225,56.728103791128454
226,56.74855175100712
227,56.783338421352234
228,56.8910686512904
229,56.952858803724304
230,57.10446048510467
231,57.17365225714214
232,57.232169608642174
233,57.40884274105471
234,57.62359103310611
235,57.68126549956945
236,57.72626155265001
237,57.94319788181148
238,57.94319788181148
239,57.969691478853825
240,58.00191447983319
241,58.10468184584779
242,58.39047350318468
243,58.6481777052996
244,58.979136675877285
245,59.01735396794007
246,59.03965383529276
247,59.38895724049833
248,59.62643457674057
249,59.63052786070258
250,59.68313505592232
251,59.75005147620376
252,59.873205867639776
253,60.02404549820648
254,60.07011736260835
255,60.08171226642586
256,60.11798988282937
257,60.20312484083973
258,60.399488164602175
259,60.46479000566297
260,60.97021335500259
261,61.053736993727604
262,61.138786212156226
263,61.15673439521534
264,61.197762466030404
265,61.26183560142861
266,61.28547332939589
267,61.301595030869386
268,61.42239120820508
269,61.52056760139345
270,61.528854793071524
271,61.719431021536096
272,61.95398661350131
273,62.126227838128464
274,62.201447508954224
275,62.219580625878415
276,62.27658529854591
277,62.28172079894521
278,62.63169474740125
279,62.69811777272126
280,62.78601981378288
281,62.80893500464053
282,62.91234520381918
283,62.919118340227335
284,62.927180523760725
285,63.135416207074236
286,63.29355770486219
287,63.366755058136
288,63.42536578688764
289,63.43633552613867
290,63.59486784422619
291,63.627076761542504
292,63.696167369375935
293,63.71304437106008
294,63.91552445681649
295,64.06270570399762
296,64.06270570399762
297,64.06559878398326
298,64.16126301187688
299,64.48390161487454
300,64.53355033489973
301,64.60747080482639
302,64.70110079734941
303,64.92589636424067
304,64.94489531732192
305,65.02529753174535
306,65.11762249267852
307,65.25726854193458
308,65.28800243688666
309,65.34043942002099
310,65.48923406864257
311,65.5299289182397
312,65.53399623572905
313,65.6319418201732
314,65.79211928065858
315,65.81279169811442
316,65.85855881752691
317,66.02259809960361
318,66.15701292832644
319,66.15701292832644
320,66.18261225421762
321,66.43645167487246
322,66.54585750131461
323,66.61110051872633
324,66.65376316251249
325,67.13715120368892
326,67.20559014498008
327,67.41838670954706
328,67.504131613169
329,67.51199432324734
330,67.70459918928447
331,67.92256699143641
332,68.13715384109268
333,68.31505681252112
334,68.31518564951634
335,68.31918078793846
336,68.34998941091976
337,68.5497544373042
338,68.57029366673082
339,68.59217976339816
340,68.64902686585782
341,68.66141805014564
342,68.79544116156974
343,68.83121320107
344,68.93960002729881
345,69.10768051639344
346,69.30317106319771
347,69.3529761934182
348,69.3555331156696
349,69.5573072857902
350,69.6465099690438
351,69.67162202578567
352,69.79502097330162
353,69.96301653669371
354,70.27583529412091
355,70.31947584425363
356,70.33659526635859
357,70.44916402512007
358,70.49940907441659
359,70.51398858122002
360,70.71418949850775
361,70.75614800894873
362,71.17925959090302
363,71.18681547039388
364,71.51936242889592
365,71.52385560045714
366,71.63634410678685
367,71.64227067403382
368,71.91493321156135
369,72.03829870103463
370,72.07954400368114
371,72.46618932645212
372,72.53599986477617
373,72.71024598661853
374,72.75990387357847
375,72.90882445825326
376,72.92523869963229
377,72.97052381352063
378,73.25252707391978
379,73.35328055434829
380,73.3670044105994
381,73.39903462693574
382,73.56437769259752
383,73.68101172753127
384,73.73036649965128
385,73.78105702942288
386,73.96160213882631
387,74.1488248679356
388,74.18852354284493
389,74.29104798774922
390,74.37654662642929
391,74.85633561085788
392,74.92572968097272
393,74.92865737448795
394,74.93690591014956
395,74.95160321713104
396,75.01678111755479
397,75.0205187894595
398,75.05867388667639
399,75.06607001121536
400,75.08038534316877
401,75.2060769583678
402,75.22549217277846
403,75.32833156145249
404,75.40767835873423
405,75.43599171598109
406,75.45774782132789
407,75.56067935929238
408,75.57776212289903
409,75.61152519364697
410,75.84306336797717
411,75.96064163931166
412,76.04140525637862
413,76.5572866052565
414,76.63485240725683
415,76.79532636814547
416,76.81634788349531
417,76.95411281957777
418,77.04431026201205
419,77.06086688487278
420,77.12596357961553
421,77.35782616138364
422,77.46696872610403
423,77.54178325148393
424,77.5511426255615
425,77.591443584616
426,77.65494838904216
427,77.83833062971703
428,77.86110570557808
429,77.88813861027363
430,77.94984477099578
431,78.05158622639253
432,78.15281512837194
433,78.35793483511932
434,78.46284033226827
435,78.51261089781745
436,79.13511284353329
437,79.21370667444478
438,79.29371300071449
439,79.2943863787704
440,79.35512325605798
441,79.39978934944509
442,79.4128367829732
443,79.54380166080175
444,79.56930057519732
445,79.67716322155916
446,79.683744376216
447,79.77050623576417
448,79.80043798187427
449,79.80043798187427
450,79.80794521807681
451,79.82279490743848
452,79.89457458562964
453,79.95943444181785
454,80.18120008375482
455,80.40681457744954
456,80.59144394819668
457,80.68260292306307
458,80.69330028253388
459,80.73649747142677
460,80.74375987130638
461,80.93378132158412
462,80.96497711683001
463,81.1563516649062
464,81.2827299092118
465,81.32096870771021
466,81.39356906190433
467,81.56065112183077
468,81.60767372283685
469,81.61932889430452
470,81.73446918879236
471,81.81498773108972
472,81.84045771828951
473,82.0060309295798
474,82.03000807515275
475,82.05109298572395
476,82.27923867661063
477,82.28740663442261
478,82.36310316798311
479,82.42909565744398
480,82.49134024287375
481,82.58037786979605
482,82.61051795307532
483,82.68679601923134
484,82.68679601923134
485,82.7105049787903
486,82.81560742185508
487,82.89714672629235
488,83.03393504827241
489,83.06114733292485
490,83.21179470874831
491,83.61176258327208
492,83.6420749897747
493,83.6777180767753
494,83.70576730318193
495,83.80859071290521
496,84.03729769546345
497,84.09409203837471
498,84.33704696488819
499,84.38313393042141
500,84.89900168444605
501,85.01789871547382
502,85.1662071329264
503,85.32762006867131
504,85.34917624818037
505,85.42344166436065
506,85.43486749606724
507,85.44877686254767
508,85.70873138381039
509,86.01296036940893
510,86.02130615197885
511,86.15740289899367
512,86.25105815585194
513,86.35235108404812
514,86.36763605015086
515,86.43751841324735
516,86.71230066232914
517,86.75788403325863
518,86.80158052764747
519,86.80185110031736
520,86.83559851152862
521,86.84170935949152
522,86.90354954969976
523,86.96493074477742
524,87.04693484008854
525,87.15447414174464
526,87.2188784568919
527,87.24263988786774
528,87.28001220903707
529,87.59381896724501
530,87.69187338673319
531,87.69576966038552
532,87.7069458961588
533,87.74692843584552
534,87.85733957477515
535,87.86986972316764
536,87.89820060730945
537,88.05123412675157
538,88.40337719103744
539,88.45598657389135
540,88.49848986871466
541,88.55143734700744
542,88.60782031745225
543,88.70175860948241
544,88.73017310642489
545,88.77081114299725
546,88.78195140445986
547,88.81694814833821
548,88.9681005900428
549,88.98250211744576
550,88.98995845710692
551,89.14183017304157
552,89.19153274977134
553,89.23429052350748
554,89.74655126614242
555,89.77558788566876
556,89.97054897042761
557,90.00183713498816
558,90.00183713498816
559,90.01720958114187
560,90.09555014028064
561,90.14927731977225
562,90.1708837450287
563,90.19302393111715
564,90.34017986699256
565,90.38701671728964
566,90.39766789282706
567,90.43234681254997
568,90.51885966851209
569,90.52337442975225
570,90.55884544066646
571,90.59269522556254
572,90.85754293569009
573,90.90559154136886
574,90.92649084067304
575,91.14257480764489
576,91.14588171530404
577,91.22164387239887
578,91.28079952928536
579,91.42123229298912
580,91.42842842989806
581,91.44195385840351
582,91.48133944309937
583,91.56265476616481
584,91.67976369927766
585,91.73282226505772
586,91.87474033873325
587,92.07121645885229
588,92.17593882287619
589,92.38500781390024
590,92.61212581761552
591,92.6156937616089
592,92.6709158657956
593,92.79081553929943
594,92.84369005955543
595,92.94539987068515
596,92.95619889636873
597,92.95769469911107
598,93.20548526376604
599,93.25160265388007
600,93.3567455122736
601,93.35849643193185
602,93.42390600641845
603,93.44241534409
604,93.68906808795653
605,94.03674397233826
606,94.09533629668458
607,94.09639782511971
608,94.20560513398358
609,94.69055758962013
610,94.7170044847901
611,94.93268617676581
612,95.16814589422646
613,95.29076569640746
614,95.29975040772143
615,95.34631776094854
616,95.34631776094854
617,95.41444454000217
618,95.57322277136544
619,95.58998745165364
620,95.71467596138226
621,95.77602531886888
622,95.88119019105797
623,95.95157775377501
624,95.97624996791
625,95.9764738448683
626,96.0442599380794
627,96.16750970233791
628,96.17953394685863
629,96.18414758853996
630,96.26419472683789
631,96.26419472683789
632,96.32610153749187
633,96.38063231891405
634,96.53566499497836
635,96.53566499497836
636,96.58522126228681
637,96.87336447859806
638,96.90008169978444
639,97.01888898004867
640,97.03685243371842
641,97.09264766260769
642,97.12526442071088
643,97.24723503736378
644,97.26631120491389
645,97.30169783490746
646,97.30186414994675
647,97.31418095347088
648,97.37938926617284
649,97.42946058575575
650,97.538202393233
651,97.54188978264368
652,97.7154121848439
653,97.76395516908953
654,97.93568142584157
655,98.11127770191594
656,98.29891981206099
657,98.31464384015425
658,98.38038040061065
659,98.40171037533715
660,98.5662024607046
661,98.58963341953118
662,98.61132888605985
663,98.69249324498944
664,98.72736690760188
665,98.93920517499673
666,98.98565833076117
667,98.99017966730146
668,99.2587505856799
669,99.29400530487575
670,99.3289583167978
671,99.34122716082346
672,99.39521170948107
673,99.45706802149837
674,99.5964730110556
675,99.61147209417192
676,99.66803286436877
677,99.73486839280575
678,99.8689075662235
679,99.90356273244409
680,100.0603624284949
681,100.1433014232666
682,100.25980992328891
