x,y
0,32.294305367607656
1,33.48217564082613
2,33.583728635917645
3,33.90509685237201
4,35.01190879422068
5,35.118728931768885
6,35.1697865298413
7,35.38519359112957
8,35.640232126815974
9,36.100249575698335
10,36.67037658433414
11,36.70949399763821
12,36.94018588292564
13,38.643981966981
14,38.78982275909994
15,38.893674201667864
16,38.974579687090035
17,39.3259650062295
18,39.59023824891537
19,39.68475198613202
20,39.75755094637324
21,39.79267659355031
22,40.0881816348438
23,40.173702718720556
24,40.20381337929183
25,40.44581408860807
26,40.62780405432523
27,40.69999953145856
28,41.28266762858674
29,41.509906081919674
30,41.55623392401353
31,41.880922965445585
32,41.93150264743943
33,42.09209145977798
34,42.2186285664869
35,42.250252083694356
36,42.35403192333453
37,42.613691985007016
38,42.613691985007016
39,42.78459576007712
40,42.78553027587697
41,42.86404924964367
42,43.46121466818674
43,43.51789601600701
44,43.85277710145607
45,44.26018227125352
46,44.311574334545384
47,44.48099826525956
48,44.51671221714395
49,44.85117136905882
50,45.2455986335008
51,45.795856584889975
52,45.93027370799187
53,46.0849500240216
54,46.10341054969273
55,46.15262853371788
56,46.21100954141502
57,46.21100954141502
58,46.36206194410237
59,46.429279067024254
60,46.61242675232492
61,46.61242675232492
62,46.671071526396574
63,46.80569931760847
64,48.027362879306224
65,48.26414343305132
66,48.26414343305132
67,48.31572927238443
68,49.437607800508836
69,49.45403269116613
70,49.584928393991376
71,49.58639292485048
72,49.99052745795025
73,50.05212440290404
74,50.08206121562601
75,50.2738635258453
76,50.37374077355076
77,50.467823780907615
78,50.59531976997327
79,51.06887562301128
80,51.20696827940266
81,51.52874848598012
82,51.68103735113845
83,51.7830781972349
84,51.79101074919113
85,52.40263676509259
86,52.42148770065946
87,53.25793594102009
88,53.470974061461156
89,53.723342183729955
90,53.734239456991205
91,53.80531199927142
92,54.266488234879624
93,54.320531893185894
94,54.71023950591075
95,54.803457216344206
96,54.84312134928669
97,55.20555589153437
98,55.33306515559088
99,55.47263065436789
100,56.02793061303375
101,56.10414481474651
102,56.434744719609924
103,56.49485322863303
104,56.728103791128454
105,56.76130848059629
106,56.80517786932352
107,56.960335491303475
108,57.04600196900566
109,57.09393212976226
110,57.302256695366346
111,57.3422688298211
112,57.497598038763414
113,57.817705592286956
114,57.82448672212581
115,57.82449939698163
116,57.91747405997197
117,58.052187393879905
118,58.12301395657428
119,58.307966221456525
120,58.34466409762693
121,58.34466409762693
122,58.488933355507136
123,58.52254554326085
124,58.70613560425101
125,58.98783981164624
126,59.10256818024419
127,59.1330933847788
128,59.13767642816621
129,59.267332456054056
130,59.48281433117665
131,59.61751235613745
132,59.94155977133038
133,60.20127285844483
134,60.3281356632513
135,60.50296059108595
136,60.82924313337916
137,61.287496526206404
138,61.38991498609748
139,61.54565406273979
140,61.595101773746514
141,61.700676014404486
142,61.809430282507435
143,61.86235008266888
144,61.866947355346575
145,62.12755917800035
146,62.241362361740734
147,62.41433822806396
148,62.57631640478108
149,62.601023123155066
150,62.7528554411937
151,62.755080243340366
152,62.93930211659046
153,63.06731340643186
154,63.31780928271839
155,63.37009958900039
156,63.50367882560779
157,63.6390892116568
158,63.73299566391378
159,63.7806849451902
160,63.80349163794081
161,63.88010734424801
162,63.94195122109505
163,63.98219584693287
164,64.00992862991195
165,64.38612060424589
166,64.47024525773129
167,64.61152183961403
168,64.8927236024327
169,65.06491466574961
170,65.18772150250588
171,65.24834703528708
172,65.28317906977178
173,65.34707649933517
174,65.90573251375037
175,66.10102600646842
176,66.82275021711352
177,66.9109936521008
178,67.4647354795204
179,67.56936356911969
180,67.5973583844159
181,67.74817079952281
182,67.90703348792002
183,67.96864198298198
184,68.1364363215494
185,68.20943819348359
186,68.27007326408837
187,68.50596601323318
188,68.53305415626357
189,68.88021873547221
190,69.24720512070132
191,69.49729236633978
192,69.927420530431
193,70.00938517139589
194,70.08077371873424
195,70.15928003266421
196,70.20897647769765
197,70.2630125576223
198,70.3549995232216
199,70.49900651258609
200,71.02712124108157
201,71.1139835027266
202,71.18681547039388
203,71.21283276127213
204,71.40975199278739
205,71.42259581089017
206,71.45596083292637
207,71.61045627910416
208,71.6250607451186
209,71.99860030323144
210,72.07053963165949
211,72.64414613062729
212,73.64749138544042
213,74.06244310689449
214,74.13931595466006
215,74.33417072950668
216,74.3814831536576
217,74.57307253919025
218,74.62069510693803
219,74.63378889729128
220,74.63378889729128
221,74.68896184120112
